Term,Course_ID,Course_Title,Instructor,SI_Leader,Student_ID,Mid-Term_Grade,Final_Grade,Visits
Spring 2021,ACG2071,Prin Managerial Accounting,"Lee, Yvonne",,N01458581,S,B+,
Spring 2021,ACG2071,Prin Managerial Accounting,"Lee, Yvonne",,N01460037,S,C,
Spring 2021,ACG2071,Prin Managerial Accounting,"Lee, Yvonne",,N01461931,U,C,
Spring 2021,ACG2071,Prin Managerial Accounting,"Lee, Yvonne",,N01466075,S,C,
Spring 2021,ACG2071,Prin Managerial Accounting,"Lee, Yvonne",,N01468746,S,A,
Spring 2021,ACG2071,Prin Managerial Accounting,"Lee, Yvonne",,N01470368,U,W,
Spring 2021,ACG2071,Prin Managerial Accounting,"Lee, Yvonne","Walden, Troy",N01472529,S,B+,6
Spring 2021,ACG2071,Prin Managerial Accounting,"Lee, Yvonne",,N01473433,U,D,
Spring 2021,ACG2071,Prin Managerial Accounting,"Lee, Yvonne",,N01476036,U,W,
Spring 2021,ACG2071,Prin Managerial Accounting,"Lee, Yvonne",,N01479404,S,C,
Spring 2021,ACG2071,Prin Managerial Accounting,"Lewis, Cedric",,N00151071,S,A,
Spring 2021,ACG2071,Prin Managerial Accounting,"Lewis, Cedric",,N00590121,S,F,
Spring 2021,ACG2071,Prin Managerial Accounting,"Lewis, Cedric",,N00678400,S,B,
Spring 2021,ACG2071,Prin Managerial Accounting,"Lewis, Cedric",,N01239892,S,A,
Spring 2021,ACG2071,Prin Managerial Accounting,"Lewis, Cedric",,N01250247,S,A,
Spring 2021,ACG2071,Prin Managerial Accounting,"Lewis, Cedric",,N01300170,U,F,
Spring 2021,ACG2071,Prin Managerial Accounting,"Lewis, Cedric",,N01329521,S,F,
Spring 2021,ACG2071,Prin Managerial Accounting,"Lewis, Cedric",,N01364815,S,A,
Spring 2021,ACG2071,Prin Managerial Accounting,"Lewis, Cedric",,N01376621,S,B+,
Spring 2021,ACG2071,Prin Managerial Accounting,"Lewis, Cedric",,N01382843,S,B-,
Spring 2021,ACG2071,Prin Managerial Accounting,"Lewis, Cedric",,N01395034,S,A,
Spring 2021,ACG2071,Prin Managerial Accounting,"Lewis, Cedric",,N01414375,U,F,
Spring 2021,ACG2071,Prin Managerial Accounting,"Lewis, Cedric","Walden, Troy",N01419883,S,A,1
Spring 2021,ACG2071,Prin Managerial Accounting,"Lewis, Cedric",,N01426522,S,A,
Spring 2021,ACG2071,Prin Managerial Accounting,"Lewis, Cedric",,N01427072,S,A,
Spring 2021,ACG2071,Prin Managerial Accounting,"Lewis, Cedric",,N01429500,S,B+,
Spring 2021,ACG2071,Prin Managerial Accounting,"Lewis, Cedric",,N01430365,S,A,
Spring 2021,ACG2071,Prin Managerial Accounting,"Lewis, Cedric",,N01433800,S,B-,
Spring 2021,ACG2071,Prin Managerial Accounting,"Lewis, Cedric",,N01442678,S,B,
Spring 2021,ACG2071,Prin Managerial Accounting,"Lewis, Cedric",,N01473208,S,B,
Spring 2021,ACG2071,Prin Managerial Accounting,"Lewis, Cedric",,N01483167,S,F,
Spring 2021,ACG2071,Prin Managerial Accounting,"Smith, Mark",,N01040999,S,C,
Spring 2021,ACG2071,Prin Managerial Accounting,"Smith, Mark",,N01154646,U,W,
Spring 2021,ACG2071,Prin Managerial Accounting,"Smith, Mark",,N01154665,U,F,
Spring 2021,ACG2071,Prin Managerial Accounting,"Smith, Mark","Walden, Troy",N01223340,S,B-,1
Spring 2021,ACG2071,Prin Managerial Accounting,"Smith, Mark",,N01241057,U,F,
Spring 2021,ACG2071,Prin Managerial Accounting,"Smith, Mark",,N01251304,S,W,
Spring 2021,ACG2071,Prin Managerial Accounting,"Smith, Mark","Walden, Troy",N01297864,U,F,1
Spring 2021,ACG2071,Prin Managerial Accounting,"Smith, Mark",,N01359726,S,B,
Spring 2021,ACG2071,Prin Managerial Accounting,"Smith, Mark",,N01366936,S,W,
Spring 2021,ACG2071,Prin Managerial Accounting,"Smith, Mark",,N01367774,S,C,
Spring 2021,ACG2071,Prin Managerial Accounting,"Smith, Mark",,N01372311,S,C+,
Spring 2021,ACG2071,Prin Managerial Accounting,"Smith, Mark","Walden, Troy",N01374559,S,C+,17
Spring 2021,ACG2071,Prin Managerial Accounting,"Smith, Mark","Walden, Troy",N01376994,S,B,1
Spring 2021,ACG2071,Prin Managerial Accounting,"Smith, Mark",,N01377513,S,C,
Spring 2021,ACG2071,Prin Managerial Accounting,"Smith, Mark",,N01387993,S,C,
Spring 2021,ACG2071,Prin Managerial Accounting,"Smith, Mark",,N01391949,U,W,
Spring 2021,ACG2071,Prin Managerial Accounting,"Smith, Mark",,N01396672,S,C,
Spring 2021,ACG2071,Prin Managerial Accounting,"Smith, Mark",,N01397322,U,D,
Spring 2021,ACG2071,Prin Managerial Accounting,"Smith, Mark","Walden, Troy",N01398775,S,F,1
Spring 2021,ACG2071,Prin Managerial Accounting,"Smith, Mark",,N01404686,S,C,
Spring 2021,ACG2071,Prin Managerial Accounting,"Smith, Mark","Walden, Troy",N01408285,S,B+,1
Spring 2021,ACG2071,Prin Managerial Accounting,"Smith, Mark","Walden, Troy",N01420015,S,B,1
Spring 2021,ACG2071,Prin Managerial Accounting,"Smith, Mark",,N01422126,U,F,
Spring 2021,ACG2071,Prin Managerial Accounting,"Smith, Mark","Walden, Troy",N01425528,S,B+,3
Spring 2021,ACG2071,Prin Managerial Accounting,"Smith, Mark","Walden, Troy",N01426292,U,F,1
Spring 2021,ACG2071,Prin Managerial Accounting,"Smith, Mark",,N01427552,,W,
Spring 2021,ACG2071,Prin Managerial Accounting,"Smith, Mark",,N01436263,S,C,
Spring 2021,ACG2071,Prin Managerial Accounting,"Smith, Mark",,N01438856,S,C+,
Spring 2021,ACG2071,Prin Managerial Accounting,"Smith, Mark","Walden, Troy",N01441504,S,A,25
Spring 2021,ACG2071,Prin Managerial Accounting,"Smith, Mark","Walden, Troy",N01442711,S,B+,7
Spring 2021,ACG2071,Prin Managerial Accounting,"Smith, Mark",,N01452450,S,F,
Spring 2021,ACG2071,Prin Managerial Accounting,"Smith, Mark","Walden, Troy",N01453332,S,A,20
Spring 2021,ACG2071,Prin Managerial Accounting,"Smith, Mark",,N01458053,S,A,
Spring 2021,ACG2071,Prin Managerial Accounting,"Smith, Mark",,N01461709,S,C,
Spring 2021,ACG2071,Prin Managerial Accounting,"Smith, Mark",,N01462971,S,F,
Spring 2021,ACG2071,Prin Managerial Accounting,"Smith, Mark",,N01464997,S,C+,
Spring 2021,ACG2071,Prin Managerial Accounting,"Smith, Mark",,N01472185,U,W,
Spring 2021,ACG2071,Prin Managerial Accounting,"Smith, Mark","Walden, Troy",N01480724,S,C+,4
Spring 2021,ACG2071,Prin Managerial Accounting,"Smith, Mark","Walden, Troy",N01482088,,W,3
Spring 2021,ACG2071,Prin Managerial Accounting,"Smith, Mark","Walden, Troy",N01484891,,B+,3
Spring 2021,BCH3023,Survey Org Biol Chem,"Causey, Corey","Buehler, Kianna",N00196443,U,F,34
Spring 2021,BCH3023,Survey Org Biol Chem,"Causey, Corey",,N00628812,S,W,
Spring 2021,BCH3023,Survey Org Biol Chem,"Causey, Corey","Buehler, Kianna",N00758740,S,B,29
Spring 2021,BCH3023,Survey Org Biol Chem,"Causey, Corey",,N00916946,S,B,
Spring 2021,BCH3023,Survey Org Biol Chem,"Causey, Corey",,N00958186,U,F,
Spring 2021,BCH3023,Survey Org Biol Chem,"Causey, Corey",,N00964715,U,F,
Spring 2021,BCH3023,Survey Org Biol Chem,"Causey, Corey",,N01033330,S,C,
Spring 2021,BCH3023,Survey Org Biol Chem,"Causey, Corey",,N01036511,,A,
Spring 2021,BCH3023,Survey Org Biol Chem,"Causey, Corey",,N01237434,U,W,
Spring 2021,BCH3023,Survey Org Biol Chem,"Causey, Corey","Buehler, Kianna",N01238132,S,C,1
Spring 2021,BCH3023,Survey Org Biol Chem,"Causey, Corey","Buehler, Kianna",N01242364,S,B-,28
Spring 2021,BCH3023,Survey Org Biol Chem,"Causey, Corey",,N01305009,U,W,
Spring 2021,BCH3023,Survey Org Biol Chem,"Causey, Corey",,N01358081,U,D,
Spring 2021,BCH3023,Survey Org Biol Chem,"Causey, Corey",,N01363638,S,B,
Spring 2021,BCH3023,Survey Org Biol Chem,"Causey, Corey",,N01389605,U,W,
Spring 2021,BCH3023,Survey Org Biol Chem,"Causey, Corey","Buehler, Kianna",N01394293,U,W,1
Spring 2021,BCH3023,Survey Org Biol Chem,"Causey, Corey",,N01397526,U,B,
Spring 2021,BCH3023,Survey Org Biol Chem,"Causey, Corey",,N01398324,S,A,
Spring 2021,BCH3023,Survey Org Biol Chem,"Causey, Corey","Buehler, Kianna",N01409185,S,C,1
Spring 2021,BCH3023,Survey Org Biol Chem,"Causey, Corey",,N01426713,U,W,
Spring 2021,BCH3023,Survey Org Biol Chem,"Causey, Corey","Buehler, Kianna",N01433105,S,B,3
Spring 2021,BCH3023,Survey Org Biol Chem,"Causey, Corey","Buehler, Kianna",N01440556,S,A,32
Spring 2021,BCH3023,Survey Org Biol Chem,"Causey, Corey",,N01447279,U,F,
Spring 2021,BCH3023,Survey Org Biol Chem,"Causey, Corey","Buehler, Kianna",N01454717,S,C,2
Spring 2021,BCH3023,Survey Org Biol Chem,"Causey, Corey","Buehler, Kianna",N01471757,S,B,10
Spring 2021,BCH3023,Survey Org Biol Chem,"Causey, Corey",,N01481527,S,C+,
Spring 2021,BCH3023,Survey Org Biol Chem,"Causey, Corey","Buehler, Kianna",N01483548,U,C,22
Spring 2021,BCH3023,Survey Org Biol Chem,"Causey, Corey",,N01483879,S,C,
Spring 2021,BCH3023,Survey Org Biol Chem,"Causey, Corey",,N01484314,U,F,
Spring 2021,BSC1010C,General Biology I,"Rossi, Anthony","Buehler, Kianna",N00010181,,D,4
Spring 2021,BSC1010C,General Biology I,"Rossi, Anthony",,N00181994,,F,
Spring 2021,BSC1010C,General Biology I,"Rossi, Anthony",,N00803623,,A-,
Spring 2021,BSC1010C,General Biology I,"Rossi, Anthony",,N00944455,,C,
Spring 2021,BSC1010C,General Biology I,"Rossi, Anthony","Buehler, Kianna",N01047714,,B,1
Spring 2021,BSC1010C,General Biology I,"Rossi, Anthony",,N01058722,,B,
Spring 2021,BSC1010C,General Biology I,"Rossi, Anthony",,N01065734,,F,
Spring 2021,BSC1010C,General Biology I,"Rossi, Anthony","Buehler, Kianna",N01232883,,A,8
Spring 2021,BSC1010C,General Biology I,"Rossi, Anthony","Buehler, Kianna",N01241161,,C,3
Spring 2021,BSC1010C,General Biology I,"Rossi, Anthony",,N01362238,,A-,
Spring 2021,BSC1010C,General Biology I,"Rossi, Anthony",,N01364832,,C,
Spring 2021,BSC1010C,General Biology I,"Rossi, Anthony",,N01376335,,C+,
Spring 2021,BSC1010C,General Biology I,"Rossi, Anthony",,N01391449,,F,
Spring 2021,BSC1010C,General Biology I,"Rossi, Anthony","Buehler, Kianna",N01392837,,B-,1
Spring 2021,BSC1010C,General Biology I,"Rossi, Anthony","Buehler, Kianna",N01394511,,A-,2
Spring 2021,BSC1010C,General Biology I,"Rossi, Anthony",,N01416286,,C,
Spring 2021,BSC1010C,General Biology I,"Rossi, Anthony",,N01419049,,C+,
Spring 2021,BSC1010C,General Biology I,"Rossi, Anthony",,N01421744,,B,
Spring 2021,BSC1010C,General Biology I,"Rossi, Anthony",,N01422907,,F,
Spring 2021,BSC1010C,General Biology I,"Rossi, Anthony",,N01424780,,C+,
Spring 2021,BSC1010C,General Biology I,"Rossi, Anthony","Buehler, Kianna",N01427099,,B+,3
Spring 2021,BSC1010C,General Biology I,"Rossi, Anthony","Buehler, Kianna",N01427740,,B,1
Spring 2021,BSC1010C,General Biology I,"Rossi, Anthony","Buehler, Kianna",N01427899,,B+,17
Spring 2021,BSC1010C,General Biology I,"Rossi, Anthony","Buehler, Kianna",N01429254,,C,1
Spring 2021,BSC1010C,General Biology I,"Rossi, Anthony",,N01429334,,F,
Spring 2021,BSC1010C,General Biology I,"Rossi, Anthony","Buehler, Kianna",N01429751,,W,1
Spring 2021,BSC1010C,General Biology I,"Rossi, Anthony",,N01429860,,C,
Spring 2021,BSC1010C,General Biology I,"Rossi, Anthony","Buehler, Kianna",N01432817,,B,2
Spring 2021,BSC1010C,General Biology I,"Rossi, Anthony",,N01433462,,D,
Spring 2021,BSC1010C,General Biology I,"Rossi, Anthony",,N01438038,,F,
Spring 2021,BSC1010C,General Biology I,"Rossi, Anthony","Buehler, Kianna",N01441138,,C,3
Spring 2021,BSC1010C,General Biology I ,"Rossi, Anthony","Buehler, Kianna",N01444555,,C,1
Spring 2021,BSC1010C,General Biology I,"Rossi, Anthony",,N01444715,,D,
Spring 2021,BSC1010C,General Biology I,"Rossi, Anthony","Buehler, Kianna",N01444794,,W,2
Spring 2021,BSC1010C,General Biology I,"Rossi, Anthony",,N01446046,,A-,
Spring 2021,BSC1010C,General Biology I,"Rossi, Anthony","Buehler, Kianna",N01448218,,B,1
Spring 2021,BSC1010C,General Biology I,"Rossi, Anthony",,N01448706,,D,
Spring 2021,BSC1010C,General Biology I,"Rossi, Anthony",,N01449830,,C,
Spring 2021,BSC1010C,General Biology I,"Rossi, Anthony",,N01450145,,B-,
Spring 2021,BSC1010C,General Biology I,"Rossi, Anthony",,N01450300,,B,
Spring 2021,BSC1010C,General Biology I,"Rossi, Anthony",,N01450342,,B-,
Spring 2021,BSC1010C,General Biology I,"Rossi, Anthony",,N01452221,,W,
Spring 2021,BSC1010C,General Biology I,"Rossi, Anthony",,N01452238,,W,
Spring 2021,BSC1010C,General Biology I,"Rossi, Anthony",,N01452251,,W,
Spring 2021,BSC1010C,General Biology I,"Rossi, Anthony",,N01452899,,C,
Spring 2021,BSC1010C,General Biology I,"Rossi, Anthony",,N01453139,,A,
Spring 2021,BSC1010C,General Biology I,"Rossi, Anthony","Buehler, Kianna",N01453433,,D,3
Spring 2021,BSC1010C,General Biology I,"Rossi, Anthony",,N01453439,,F,
Spring 2021,BSC1010C,General Biology I,"Rossi, Anthony","Buehler, Kianna",N01454872,,B-,12
Spring 2021,BSC1010C,General Biology I,"Rossi, Anthony","Buehler, Kianna",N01454968,,B,2
Spring 2021,BSC1010C,General Biology I,"Rossi, Anthony","Buehler, Kianna",N01455230,,B,13
Spring 2021,BSC1010C,General Biology I,"Rossi, Anthony","Buehler, Kianna",N01455971,,B-,16
Spring 2021,BSC1010C,General Biology I,"Rossi, Anthony","Buehler, Kianna",N01456112,,C,1
Spring 2021,BSC1010C,General Biology I,"Rossi, Anthony",,N01456650,,A-,
Spring 2021,BSC1010C,General Biology I,"Rossi, Anthony",,N01456668,,A-,
Spring 2021,BSC1010C,General Biology I,"Rossi, Anthony","Buehler, Kianna",N01456997,,F,2
Spring 2021,BSC1010C,General Biology I,"Rossi, Anthony",,N01457098,,B,
Spring 2021,BSC1010C,General Biology I,"Rossi, Anthony",,N01457215,,A-,
Spring 2021,BSC1010C,General Biology I,"Rossi, Anthony",,N01457408,,B,
Spring 2021,BSC1010C,General Biology I,"Rossi, Anthony",,N01458673,,F,
Spring 2021,BSC1010C,General Biology I,"Rossi, Anthony",,N01459436,,A,
Spring 2021,BSC1010C,General Biology I,"Rossi, Anthony",,N01459757,,B-,
Spring 2021,BSC1010C,General Biology I,"Rossi, Anthony",,N01459942,,D,
Spring 2021,BSC1010C,General Biology I,"Rossi, Anthony","Buehler, Kianna",N01460189,,C,2
Spring 2021,BSC1010C,General Biology I,"Rossi, Anthony","Buehler, Kianna",N01460770,,C+,1
Spring 2021,BSC1010C,General Biology I,"Rossi, Anthony",,N01461194,,C,
Spring 2021,BSC1010C,General Biology I,"Rossi, Anthony",,N01461358,,W,
Spring 2021,BSC1010C,General Biology I,"Rossi, Anthony",,N01461644,,A,
Spring 2021,BSC1010C,General Biology I,"Rossi, Anthony","Buehler, Kianna",N01461671,,C,3
Spring 2021,BSC1010C,General Biology I,"Rossi, Anthony",,N01461815,,D,
Spring 2021,BSC1010C,General Biology I,"Rossi, Anthony",,N01461928,,B-,
Spring 2021,BSC1010C,General Biology I,"Rossi, Anthony",,N01462451,,C,
Spring 2021,BSC1010C,General Biology I,"Rossi, Anthony","Buehler, Kianna",N01462863,,B-,1
Spring 2021,BSC1010C,General Biology I,"Rossi, Anthony",,N01462999,,B,
Spring 2021,BSC1010C,General Biology I,"Rossi, Anthony",,N01463123,,W,
Spring 2021,BSC1010C,General Biology I,"Rossi, Anthony",,N01463294,,A-,
Spring 2021,BSC1010C,General Biology I,"Rossi, Anthony","Buehler, Kianna",N01463627,,C+,1
Spring 2021,BSC1010C,General Biology I,"Rossi, Anthony","Buehler, Kianna",N01463664,,C,4
Spring 2021,BSC1010C,General Biology I,"Rossi, Anthony","Buehler, Kianna",N01464377,,F,1
Spring 2021,BSC1010C,General Biology I,"Rossi, Anthony",,N01464532,,D,
Spring 2021,BSC1010C,General Biology I,"Rossi, Anthony","Buehler, Kianna",N01464916,,C,2
Spring 2021,BSC1010C,General Biology I,"Rossi, Anthony",,N01465259,,W,
Spring 2021,BSC1010C,General Biology I,"Rossi, Anthony",,N01465637,,C+,
Spring 2021,BSC1010C,General Biology I,"Rossi, Anthony","Buehler, Kianna",N01465716,,B-,2
Spring 2021,BSC1010C,General Biology I,"Rossi, Anthony","Buehler, Kianna",N01465928,,W,1
Spring 2021,BSC1010C,General Biology I,"Rossi, Anthony","Buehler, Kianna",N01466043,,B,1
Spring 2021,BSC1010C,General Biology I,"Rossi, Anthony",,N01466125,,W,
Spring 2021,BSC1010C,General Biology I,"Rossi, Anthony",,N01466187,,F,
Spring 2021,BSC1010C,General Biology I,"Rossi, Anthony","Buehler, Kianna",N01466356,,D,1
Spring 2021,BSC1010C,General Biology I,"Rossi, Anthony",,N01466445,,W,
Spring 2021,BSC1010C,General Biology I,"Rossi, Anthony","Buehler, Kianna",N01467365,,W,6
Spring 2021,BSC1010C,General Biology I,"Rossi, Anthony",,N01470001,,F,
Spring 2021,BSC1010C,General Biology I,"Rossi, Anthony",,N01470370,,C+,
Spring 2021,BSC1010C,General Biology I,"Rossi, Anthony","Buehler, Kianna",N01471184,,A,6
Spring 2021,BSC1010C,General Biology I,"Rossi, Anthony","Buehler, Kianna",N01471535,,A-,7
Spring 2021,BSC1010C,General Biology I,"Rossi, Anthony",,N01471580,,B,
Spring 2021,BSC1010C,General Biology I,"Rossi, Anthony",,N01471599,,B-,
Spring 2021,BSC1010C,General Biology I,"Rossi, Anthony",,N01472594,,B,
Spring 2021,BSC1010C,General Biology I,"Rossi, Anthony",,N01473083,,D,
Spring 2021,BSC1010C,General Biology I,"Rossi, Anthony","Buehler, Kianna",N01474333,,A,2
Spring 2021,BSC1010C,General Biology I,"Rossi, Anthony","Buehler, Kianna",N01474996,,C,1
Spring 2021,BSC1010C,General Biology I,"Rossi, Anthony",,N01475119,,F,
Spring 2021,BSC1010C,General Biology I,"Rossi, Anthony",,N01475513,,D,
Spring 2021,BSC1010C,General Biology I,"Rossi, Anthony","Buehler, Kianna",N01478674,,A-,2
Spring 2021,BSC1010C,General Biology I,"Rossi, Anthony","Buehler, Kianna",N01478824,,B-,3
Spring 2021,BSC1010C,General Biology I,"Rossi, Anthony",,N01479564,,W,
Spring 2021,BSC1010C,General Biology I,"Rossi, Anthony",,N01480273,,B-,
Spring 2021,BSC1010C,General Biology I,"Rossi, Anthony",,N01480698,,A,
Spring 2021,BSC1010C,General Biology I,"Rossi, Anthony",,N01480834,,C,
Spring 2021,BSC1010C,General Biology I,"Rossi, Anthony",,N01481039,,C+,
Spring 2021,BSC1010C,General Biology I,"Rossi, Anthony","Buehler, Kianna",N01481929,,A-,15
Spring 2021,BSC1010C,General Biology I,"Rossi, Anthony",,N01483507,,C,
Spring 2021,BSC1010C,General Biology I,"Rossi, Anthony",,N01485027,,B,
Spring 2021,BSC1010C,General Biology I,"Rossi, Anthony",,N01486596,,C,
Spring 2021,BSC1010C,General Biology I,"Rossi, Anthony",,N01487758,,D,
Spring 2021,BSC1010C,General Biology I,"Rossi, Anthony",,N01489130,,B,
Spring 2021,BSC1010C,General Biology I,"Rossi, Anthony",,N01490227,,C+,
Spring 2021,BSC1011C,General Biology II,"Bishop, Nichole",,N00977705,U,W,
Spring 2021,BSC1011C,General Biology II,"Bishop, Nichole",,N01036511,,A,
Spring 2021,BSC1011C,General Biology II,"Bishop, Nichole",,N01111746,S,C,
Spring 2021,BSC1011C,General Biology II,"Bishop, Nichole",,N01183476,U,C,
Spring 2021,BSC1011C,General Biology II,"Bishop, Nichole",,N01243804,S,C+,
Spring 2021,BSC1011C,General Biology II,"Bishop, Nichole",,N01306814,S,C+,
Spring 2021,BSC1011C,General Biology II,"Bishop, Nichole","Buehler, Kianna",N01366977,S,A,1
Spring 2021,BSC1011C,General Biology II,"Bishop, Nichole",,N01368024,S,C,
Spring 2021,BSC1011C,General Biology II,"Bishop, Nichole",,N01368243,S,C+,
Spring 2021,BSC1011C,General Biology II,"Bishop, Nichole",,N01368684,S,B,
Spring 2021,BSC1011C,General Biology II,"Bishop, Nichole",,N01405594,S,D,
Spring 2021,BSC1011C,General Biology II,"Bishop, Nichole",,N01417811,S,A,
Spring 2021,BSC1011C,General Biology II,"Bishop, Nichole",,N01418737,S,C+,
Spring 2021,BSC1011C,General Biology II,"Bishop, Nichole",,N01420299,S,F,
Spring 2021,BSC1011C,General Biology II,"Bishop, Nichole",,N01420503,S,F,
Spring 2021,BSC1011C,General Biology II,"Bishop, Nichole",,N01421224,U,F,
Spring 2021,BSC1011C,General Biology II,"Bishop, Nichole",,N01421526,U,W,
Spring 2021,BSC1011C,General Biology II,"Bishop, Nichole",,N01422692,S,C,
Spring 2021,BSC1011C,General Biology II,"Bishop, Nichole",,N01423396,S,A,
Spring 2021,BSC1011C,General Biology II,"Bishop, Nichole","Buehler, Kianna",N01424021,S,B-,7
Spring 2021,BSC1011C,General Biology II,"Bishop, Nichole","Buehler, Kianna",N01424055,S,A,8
Spring 2021,BSC1011C,General Biology II,"Bishop, Nichole",,N01424597,S,C,
Spring 2021,BSC1011C,General Biology II,"Bishop, Nichole",,N01426812,S,F,
Spring 2021,BSC1011C,General Biology II,"Bishop, Nichole","Buehler, Kianna",N01426818,U,D,1
Spring 2021,BSC1011C,General Biology II,"Bishop, Nichole","Buehler, Kianna",N01428308,S,C,4
Spring 2021,BSC1011C,General Biology II,"Bishop, Nichole",,N01430055,S,B,
Spring 2021,BSC1011C,General Biology II,"Bishop, Nichole","Buehler, Kianna",N01439579,S,C,1
Spring 2021,BSC1011C,General Biology II,"Bishop, Nichole",,N01439883,S,F,
Spring 2021,BSC1011C,General Biology II,"Bishop, Nichole",,N01439904,S,D,
Spring 2021,BSC1011C,General Biology II,"Bishop, Nichole",,N01441544,S,B+,
Spring 2021,BSC1011C,General Biology II,"Bishop, Nichole",,N01444656,S,F,
Spring 2021,BSC1011C,General Biology II,"Bishop, Nichole",,N01444950,U,F,
Spring 2021,BSC1011C,General Biology II,"Bishop, Nichole",,N01444959,S,D,
Spring 2021,BSC1011C,General Biology II,"Bishop, Nichole",,N01445788,S,C+,
Spring 2021,BSC1011C,General Biology II,"Bishop, Nichole","Buehler, Kianna",N01447385,S,B,1
Spring 2021,BSC1011C,General Biology II,"Bishop, Nichole",,N01448014,S,F,
Spring 2021,BSC1011C,General Biology II,"Bishop, Nichole","Buehler, Kianna",N01448911,S,A,1
Spring 2021,BSC1011C,General Biology II,"Bishop, Nichole",,N01449724,U,F,
Spring 2021,BSC1011C,General Biology II,"Bishop, Nichole",,N01450322,S,A,
Spring 2021,BSC1011C,General Biology II,"Bishop, Nichole",,N01450475,S,B,
Spring 2021,BSC1011C,General Biology II,"Bishop, Nichole",,N01450554,S,B+,
Spring 2021,BSC1011C,General Biology II,"Bishop, Nichole",,N01450620,U,F,
Spring 2021,BSC1011C,General Biology II,"Bishop, Nichole",,N01450774,U,F,
Spring 2021,BSC1011C,General Biology II,"Bishop, Nichole",,N01450919,S,B,
Spring 2021,BSC1011C,General Biology II,"Bishop, Nichole",,N01451794,S,B,
Spring 2021,BSC1011C,General Biology II,"Bishop, Nichole",,N01453022,S,C+,
Spring 2021,BSC1011C,General Biology II,"Bishop, Nichole","Buehler, Kianna",N01453243,U,C,1
Spring 2021,BSC1011C,General Biology II,"Bishop, Nichole",,N01453279,S,A,
Spring 2021,BSC1011C,General Biology II,"Bishop, Nichole","Buehler, Kianna",N01453703,S,A,3
Spring 2021,BSC1011C,General Biology II,"Bishop, Nichole",,N01454317,S,B,
Spring 2021,BSC1011C,General Biology II,"Bishop, Nichole",,N01454591,S,A,
Spring 2021,BSC1011C,General Biology II,"Bishop, Nichole",,N01454904,S,C,
Spring 2021,BSC1011C,General Biology II,"Bishop, Nichole","Buehler, Kianna",N01455214,S,C,1
Spring 2021,BSC1011C,General Biology II,"Bishop, Nichole",,N01455216,S,D,
Spring 2021,BSC1011C,General Biology II,"Bishop, Nichole",,N01455598,S,W,
Spring 2021,BSC1011C,General Biology II,"Bishop, Nichole",,N01456130,S,B,
Spring 2021,BSC1011C,General Biology II,"Bishop, Nichole","Buehler, Kianna",N01456360,S,B,4
Spring 2021,BSC1011C,General Biology II,"Bishop, Nichole",,N01456594,S,B-,
Spring 2021,BSC1011C,General Biology II,"Bishop, Nichole","Buehler, Kianna",N01456626,S,A,3
Spring 2021,BSC1011C,General Biology II,"Bishop, Nichole",,N01457115,S,B-,
Spring 2021,BSC1011C,General Biology II,"Bishop, Nichole",,N01457514,S,B-,
Spring 2021,BSC1011C,General Biology II,"Bishop, Nichole","Buehler, Kianna",N01457529,,W,1
Spring 2021,BSC1011C,General Biology II,"Bishop, Nichole",,N01457567,S,C,
Spring 2021,BSC1011C,General Biology II,"Bishop, Nichole",,N01457620,S,B,
Spring 2021,BSC1011C,General Biology II,"Bishop, Nichole",,N01457747,S,B,
Spring 2021,BSC1011C,General Biology II,"Bishop, Nichole","Buehler, Kianna",N01457866,S,C+,9
Spring 2021,BSC1011C,General Biology II,"Bishop, Nichole",,N01458076,S,C,
Spring 2021,BSC1011C,General Biology II,"Bishop, Nichole",,N01458416,S,A,
Spring 2021,BSC1011C,General Biology II,"Bishop, Nichole",,N01459035,S,B,
Spring 2021,BSC1011C,General Biology II,"Bishop, Nichole",,N01459409,S,A,
Spring 2021,BSC1011C,General Biology II,"Bishop, Nichole",,N01460528,S,F,
Spring 2021,BSC1011C,General Biology II,"Bishop, Nichole",,N01460680,S,C+,
Spring 2021,BSC1011C,General Biology II,"Bishop, Nichole",,N01460686,U,F,
Spring 2021,BSC1011C,General Biology II,"Bishop, Nichole",,N01460825,U,W,
Spring 2021,BSC1011C,General Biology II,"Bishop, Nichole",,N01461117,S,B,
Spring 2021,BSC1011C,General Biology II,"Bishop, Nichole",,N01461290,S,C,
Spring 2021,BSC1011C,General Biology II,"Bishop, Nichole",,N01461428,U,B,
Spring 2021,BSC1011C,General Biology II,"Bishop, Nichole",,N01461431,S,B,
Spring 2021,BSC1011C,General Biology II,"Bishop, Nichole",,N01461585,U,D,
Spring 2021,BSC1011C,General Biology II,"Bishop, Nichole","Buehler, Kianna",N01461798,S,W,3
Spring 2021,BSC1011C,General Biology II,"Bishop, Nichole",,N01461947,S,B-,
Spring 2021,BSC1011C,General Biology II,"Bishop, Nichole",,N01462036,S,A,
Spring 2021,BSC1011C,General Biology II,"Bishop, Nichole","Buehler, Kianna",N01462056,S,A,2
Spring 2021,BSC1011C,General Biology II,"Bishop, Nichole",,N01462172,S,F,
Spring 2021,BSC1011C,General Biology II,"Bishop, Nichole",,N01462181,,W,
Spring 2021,BSC1011C,General Biology II,"Bishop, Nichole","Buehler, Kianna",N01462431,S,B-,1
Spring 2021,BSC1011C,General Biology II,"Bishop, Nichole","Buehler, Kianna",N01462776,S,B,2
