Term,Course_ID,Course_Title,Instructor,SI_Leader,Student_ID,Mid-Term_Grade,Final_Grade,Visits
Spring 2021,BSC1011C,General Biology II,"Bishop, Nichole",,N01462903,S,C,
Spring 2021,BSC1011C,General Biology II,"Bishop, Nichole",,N01463106,S,C,
Spring 2021,BSC1011C,General Biology II,"Bishop, Nichole","Buehler, Kianna",N01463460,S,B-,2
Spring 2021,BSC1011C,General Biology II,"Bishop, Nichole",,N01463580,S,C,
Spring 2021,BSC1011C,General Biology II,"Bishop, Nichole",,N01463669,S,B,
Spring 2021,BSC1011C,General Biology II,"Bishop, Nichole",,N01463721,S,C+,
Spring 2021,BSC1011C,General Biology II,"Bishop, Nichole",,N01463915,U,W,
Spring 2021,BSC1011C,General Biology II,"Bishop, Nichole",,N01464907,U,W,
Spring 2021,BSC1011C,General Biology II,"Bishop, Nichole",,N01465173,U,F,
Spring 2021,BSC1011C,General Biology II,"Bishop, Nichole",,N01465305,S,C+,
Spring 2021,BSC1011C,General Biology II,"Bishop, Nichole","Buehler, Kianna",N01465677,S,A,1
Spring 2021,BSC1011C,General Biology II,"Bishop, Nichole",,N01465945,S,C,
Spring 2021,BSC1011C,General Biology II,"Bishop, Nichole",,N01466397,S,B+,
Spring 2021,BSC1011C,General Biology II,"Bishop, Nichole","Buehler, Kianna",N01466594,S,D,1
Spring 2021,BSC1011C,General Biology II,"Bishop, Nichole",,N01467142,S,B+,
Spring 2021,BSC1011C,General Biology II,"Bishop, Nichole","Buehler, Kianna",N01467423,S,C,6
Spring 2021,BSC1011C,General Biology II,"Bishop, Nichole",,N01467512,S,C+,
Spring 2021,BSC1011C,General Biology II,"Bishop, Nichole",,N01467770,S,B,
Spring 2021,BSC1011C,General Biology II,"Bishop, Nichole","Buehler, Kianna",N01468928,S,B,7
Spring 2021,BSC1011C,General Biology II,"Bishop, Nichole",,N01469236,U,C+,
Spring 2021,BSC1011C,General Biology II,"Bishop, Nichole",,N01469358,S,B+,
Spring 2021,BSC1011C,General Biology II,"Bishop, Nichole",,N01469667,S,B,
Spring 2021,BSC1011C,General Biology II,"Bishop, Nichole",,N01469841,S,W,
Spring 2021,BSC1011C,General Biology II,"Bishop, Nichole",,N01470242,S,B,
Spring 2021,BSC1011C,General Biology II,"Bishop, Nichole",,N01470618,S,A,
Spring 2021,BSC1011C,General Biology II,"Bishop, Nichole",,N01471300,U,W,
Spring 2021,BSC1011C,General Biology II,"Bishop, Nichole",,N01471482,S,A,
Spring 2021,BSC1011C,General Biology II,"Bishop, Nichole","Buehler, Kianna",N01471965,S,B,1
Spring 2021,BSC1011C,General Biology II,"Bishop, Nichole","Buehler, Kianna",N01472013,U,C,1
Spring 2021,BSC1011C,General Biology II,"Bishop, Nichole",,N01472227,U,D,
Spring 2021,BSC1011C,General Biology II,"Bishop, Nichole","Buehler, Kianna",N01473172,S,D,2
Spring 2021,BSC1011C,General Biology II,"Bishop, Nichole",,N01473363,S,D,
Spring 2021,BSC1011C,General Biology II,"Bishop, Nichole",,N01473900,S,B,
Spring 2021,BSC1011C,General Biology II,"Bishop, Nichole",,N01474162,U,F,
Spring 2021,BSC1011C,General Biology II,"Bishop, Nichole",,N01474259,S,C,
Spring 2021,BSC1011C,General Biology II,"Bishop, Nichole",,N01474586,U,F,
Spring 2021,BSC1011C,General Biology II,"Bishop, Nichole","Buehler, Kianna",N01475368,S,C,1
Spring 2021,BSC1011C,General Biology II,"Bishop, Nichole",,N01476000,U,F,
Spring 2021,BSC1011C,General Biology II,"Bishop, Nichole",,N01476017,U,F,
Spring 2021,BSC1011C,General Biology II,"Bishop, Nichole",,N01476236,S,B,
Spring 2021,BSC1011C,General Biology II,"Bishop, Nichole",,N01476286,S,B,
Spring 2021,BSC1011C,General Biology II,"Bishop, Nichole",,N01476362,S,C,
Spring 2021,BSC1011C,General Biology II,"Bishop, Nichole",,N01476692,S,C+,
Spring 2021,BSC1011C,General Biology II,"Bishop, Nichole",,N01478139,S,D,
Spring 2021,BSC1011C,General Biology II,"Bishop, Nichole",,N01478317,S,B-,
Spring 2021,BSC1011C,General Biology II,"Bishop, Nichole",,N01479215,S,B,
Spring 2021,BSC1011C,General Biology II,"Bishop, Nichole","Buehler, Kianna",N01479232,U,F,1
Spring 2021,BSC1011C,General Biology II,"Bishop, Nichole",,N01479779,S,B,
Spring 2021,BSC1011C,General Biology II,"Bishop, Nichole",,N01479962,U,F,
Spring 2021,BSC1011C,General Biology II,"Bishop, Nichole",,N01480038,S,C+,
Spring 2021,BSC1011C,General Biology II,"Bishop, Nichole",,N01480337,S,D,
Spring 2021,BSC1011C,General Biology II,"Bishop, Nichole",,N01481083,U,F,
Spring 2021,BSC1011C,General Biology II,"Bishop, Nichole","Buehler, Kianna",N01481145,,A,1
Spring 2021,BSC1011C,General Biology II,"Bishop, Nichole",,N01481573,S,D,
Spring 2021,BSC1011C,General Biology II,"Bishop, Nichole","Buehler, Kianna",N01481738,S,B+,1
Spring 2021,BSC1011C,General Biology II,"Bishop, Nichole",,N01482084,,W,
Spring 2021,BSC1011C,General Biology II,"Bishop, Nichole",,N01482700,S,B+,
Spring 2021,BSC1011C,General Biology II,"Bishop, Nichole",,N01483048,S,B,
Spring 2021,BSC1011C,General Biology II,"Bishop, Nichole","Buehler, Kianna",N01484342,S,B+,3
Spring 2021,BSC1011C,General Biology II,"Bishop, Nichole",,N01484849,,A,
Spring 2021,BSC1011C,General Biology II,"Bishop, Nichole",,N01488401,S,A,
Spring 2021,BSC1011C,General Biology II,"Bishop, Nichole","Buehler, Kianna",N01490318,S,C,1
Spring 2021,BSC1011C,General Biology II,"Bishop, Nichole",,N01492005,S,C+,
Spring 2021,BSC1011C,General Biology II,"Casamatta, Dale",,N00439652,U,B,
Spring 2021,BSC1011C,General Biology II,"Casamatta, Dale",,N00905922,U,C,
Spring 2021,BSC1011C,General Biology II,"Casamatta, Dale",,N00918364,S,A,
Spring 2021,BSC1011C,General Biology II,"Casamatta, Dale",,N00919546,S,D,
Spring 2021,BSC1011C,General Biology II,"Casamatta, Dale",,N00936296,S,B,
Spring 2021,BSC1011C,General Biology II,"Casamatta, Dale",,N01046591,S,A,
Spring 2021,BSC1011C,General Biology II,"Casamatta, Dale","Buehler, Kianna",N01052880,S,C,3
Spring 2021,BSC1011C,General Biology II,"Casamatta, Dale",,N01131194,U,C,
Spring 2021,BSC1011C,General Biology II,"Casamatta, Dale",,N01221020,S,B+,
Spring 2021,BSC1011C,General Biology II,"Casamatta, Dale",,N01254537,U,C,
Spring 2021,BSC1011C,General Biology II,"Casamatta, Dale","Buehler, Kianna",N01318401,S,A,23
Spring 2021,BSC1011C,General Biology II,"Casamatta, Dale",,N01351837,S,B,
Spring 2021,BSC1011C,General Biology II,"Casamatta, Dale",,N01361476,U,C,
Spring 2021,BSC1011C,General Biology II,"Casamatta, Dale",,N01361727,S,B,
Spring 2021,BSC1011C,General Biology II,"Casamatta, Dale","Buehler, Kianna",N01363518,S,A,8
Spring 2021,BSC1011C,General Biology II,"Casamatta, Dale","Buehler, Kianna",N01364905,S,B,1
Spring 2021,BSC1011C,General Biology II,"Casamatta, Dale",,N01368563,U,D,
Spring 2021,BSC1011C,General Biology II,"Casamatta, Dale",,N01376756,U,F,
Spring 2021,BSC1011C,General Biology II,"Casamatta, Dale",,N01394177,S,B,
Spring 2021,BSC1011C,General Biology II,"Casamatta, Dale","Buehler, Kianna",N01396458,S,B,2
Spring 2021,BSC1011C,General Biology II,"Casamatta, Dale",,N01400114,U,W,
Spring 2021,BSC1011C,General Biology II,"Casamatta, Dale","Buehler, Kianna",N01404449,S,B,4
Spring 2021,BSC1011C,General Biology II,"Casamatta, Dale",,N01404787,S,B,
Spring 2021,BSC1011C,General Biology II,"Casamatta, Dale",,N01405997,U,B,
Spring 2021,BSC1011C,General Biology II,"Casamatta, Dale",,N01410038,U,B,
Spring 2021,BSC1011C,General Biology II,"Casamatta, Dale","Buehler, Kianna",N01410315,S,F,4
Spring 2021,BSC1011C,General Biology II,"Casamatta, Dale",,N01412162,S,B,
Spring 2021,BSC1011C,General Biology II,"Casamatta, Dale",,N01413913,S,A,
Spring 2021,BSC1011C,General Biology II,"Casamatta, Dale","Buehler, Kianna",N01413914,S,A,2
Spring 2021,BSC1011C,General Biology II,"Casamatta, Dale",,N01414243,S,B+,
Spring 2021,BSC1011C,General Biology II,"Casamatta, Dale",,N01417045,S,W,
Spring 2021,BSC1011C,General Biology II,"Casamatta, Dale",,N01418458,S,A,
Spring 2021,BSC1011C,General Biology II,"Casamatta, Dale",,N01420120,S,B-,
Spring 2021,BSC1011C,General Biology II,"Casamatta, Dale",,N01421289,U,F,
Spring 2021,BSC1011C,General Biology II,"Casamatta, Dale",,N01423389,U,C,
Spring 2021,BSC1011C,General Biology II,"Casamatta, Dale",,N01424652,S,F,
Spring 2021,BSC1011C,General Biology II,"Casamatta, Dale","Buehler, Kianna",N01427109,U,W,1
Spring 2021,BSC1011C,General Biology II,"Casamatta, Dale",,N01428000,S,D,
Spring 2021,BSC1011C,General Biology II,"Casamatta, Dale","Buehler, Kianna",N01428471,S,B,1
Spring 2021,BSC1011C,General Biology II,"Casamatta, Dale",,N01428715,S,C,
Spring 2021,BSC1011C,General Biology II,"Casamatta, Dale",,N01429080,S,B,
Spring 2021,BSC1011C,General Biology II,"Casamatta, Dale","Buehler, Kianna",N01429872,S,A,4
Spring 2021,BSC1011C,General Biology II,"Casamatta, Dale",,N01432510,S,C,
Spring 2021,BSC1011C,General Biology II,"Casamatta, Dale","Buehler, Kianna",N01432513,S,B+,14
Spring 2021,BSC1011C,General Biology II,"Casamatta, Dale",,N01433090,U,C,
Spring 2021,BSC1011C,General Biology II,"Casamatta, Dale","Buehler, Kianna",N01434059,S,A,10
Spring 2021,BSC1011C,General Biology II,"Casamatta, Dale",,N01435877,S,B,
Spring 2021,BSC1011C,General Biology II,"Casamatta, Dale","Buehler, Kianna",N01436186,S,B,6
Spring 2021,BSC1011C,General Biology II,"Casamatta, Dale",,N01436865,S,B,
Spring 2021,BSC1011C,General Biology II,"Casamatta, Dale",,N01437059,,W,
Spring 2021,BSC1011C,General Biology II,"Casamatta, Dale",,N01437098,U,B-,
Spring 2021,BSC1011C,General Biology II,"Casamatta, Dale","Buehler, Kianna",N01437540,S,B+,3
Spring 2021,BSC1011C,General Biology II,"Casamatta, Dale","Buehler, Kianna",N01439497,S,C,2
Spring 2021,BSC1011C,General Biology II,"Casamatta, Dale","Buehler, Kianna",N01439894,S,A,2
Spring 2021,BSC1011C,General Biology II,"Casamatta, Dale",,N01440446,U,B,
Spring 2021,BSC1011C,General Biology II,"Casamatta, Dale",,N01440664,S,B,
Spring 2021,BSC1011C,General Biology II,"Casamatta, Dale","Buehler, Kianna",N01443396,S,B,2
Spring 2021,BSC1011C,General Biology II,"Casamatta, Dale","Buehler, Kianna",N01443844,U,B,5
Spring 2021,BSC1011C,General Biology II,"Casamatta, Dale",,N01445415,S,A,
Spring 2021,BSC1011C,General Biology II,"Casamatta, Dale","Buehler, Kianna",N01446073,U,B,10
Spring 2021,BSC1011C,General Biology II,"Casamatta, Dale",,N01446563,U,C,
Spring 2021,BSC1011C,General Biology II,"Casamatta, Dale",,N01446815,S,B,
Spring 2021,BSC1011C,General Biology II,"Casamatta, Dale",,N01447365,U,C,
Spring 2021,BSC1011C,General Biology II,"Casamatta, Dale",,N01447985,S,B,
Spring 2021,BSC1011C,General Biology II,"Casamatta, Dale","Buehler, Kianna",N01448993,S,C+,3
Spring 2021,BSC1011C,General Biology II,"Casamatta, Dale","Buehler, Kianna",N01449788,S,B,18
Spring 2021,BSC1011C,General Biology II,"Casamatta, Dale",,N01450042,U,W,
Spring 2021,BSC1011C,General Biology II,"Casamatta, Dale","Buehler, Kianna",N01450244,S,B,2
Spring 2021,BSC1011C,General Biology II,"Casamatta, Dale",,N01450251,S,F,
Spring 2021,BSC1011C,General Biology II,"Casamatta, Dale",,N01450389,S,B,
Spring 2021,BSC1011C,General Biology II,"Casamatta, Dale",,N01450553,U,C,
Spring 2021,BSC1011C,General Biology II,"Casamatta, Dale",,N01450568,S,A,
Spring 2021,BSC1011C,General Biology II,"Casamatta, Dale",,N01450802,S,B-,
Spring 2021,BSC1011C,General Biology II,"Casamatta, Dale","Buehler, Kianna",N01450964,S,C,1
Spring 2021,BSC1011C,General Biology II,"Casamatta, Dale","Buehler, Kianna",N01451085,U,D,1
Spring 2021,BSC1011C,General Biology II,"Casamatta, Dale",,N01451636,S,B+,
Spring 2021,BSC1011C,General Biology II,"Casamatta, Dale",,N01452225,S,A,
Spring 2021,BSC1011C,General Biology II,"Casamatta, Dale",,N01452321,U,W,
Spring 2021,BSC1011C,General Biology II,"Casamatta, Dale",,N01452625,S,A,
Spring 2021,BSC1011C,General Biology II,"Casamatta, Dale",,N01452667,S,C,
Spring 2021,BSC1011C,General Biology II,"Casamatta, Dale","Buehler, Kianna",N01453074,S,B,3
Spring 2021,BSC1011C,General Biology II,"Casamatta, Dale","Buehler, Kianna",N01453333,S,B,9
Spring 2021,BSC1011C,General Biology II,"Casamatta, Dale","Buehler, Kianna",N01453345,U,B,11
Spring 2021,BSC1011C,General Biology II,"Casamatta, Dale",,N01453735,U,C,
Spring 2021,BSC1011C,General Biology II,"Casamatta, Dale",,N01454248,S,B,
Spring 2021,BSC1011C,General Biology II,"Casamatta, Dale",,N01454277,S,B,
Spring 2021,BSC1011C,General Biology II,"Casamatta, Dale",,N01454486,S,C+,
Spring 2021,BSC1011C,General Biology II,"Casamatta, Dale","Buehler, Kianna",N01455207,S,B,1
Spring 2021,BSC1011C,General Biology II,"Casamatta, Dale","Buehler, Kianna",N01455947,S,A,17
Spring 2021,BSC1011C,General Biology II,"Casamatta, Dale",,N01456168,S,F,
Spring 2021,BSC1011C,General Biology II,"Casamatta, Dale","Buehler, Kianna",N01456554,S,A,5
Spring 2021,BSC1011C,General Biology II,"Casamatta, Dale",,N01456582,S,B,
Spring 2021,BSC1011C,General Biology II,"Casamatta, Dale","Buehler, Kianna",N01456819,S,B,1
Spring 2021,BSC1011C,General Biology II,"Casamatta, Dale",,N01456884,U,D,
Spring 2021,BSC1011C,General Biology II,"Casamatta, Dale",,N01456973,U,B,
Spring 2021,BSC1011C,General Biology II,"Casamatta, Dale","Buehler, Kianna",N01457223,S,B,29
Spring 2021,BSC1011C,General Biology II,"Casamatta, Dale",,N01457437,U,D,
Spring 2021,BSC1011C,General Biology II,"Casamatta, Dale",,N01457489,S,B+,
Spring 2021,BSC1011C,General Biology II,"Casamatta, Dale",,N01457926,S,A,
Spring 2021,BSC1011C,General Biology II,"Casamatta, Dale",,N01458060,S,C+,
Spring 2021,BSC1011C,General Biology II,"Casamatta, Dale",,N01458091,U,B,
Spring 2021,BSC1011C,General Biology II,"Casamatta, Dale",,N01458297,S,D,
Spring 2021,BSC1011C,General Biology II,"Casamatta, Dale",,N01458824,U,W,
Spring 2021,BSC1011C,General Biology II,"Casamatta, Dale",,N01459316,S,B,
Spring 2021,BSC1011C,General Biology II,"Casamatta, Dale","Buehler, Kianna",N01459569,S,C,3
Spring 2021,BSC1011C,General Biology II,"Casamatta, Dale",,N01459849,U,W,
Spring 2021,BSC1011C,General Biology II,"Casamatta, Dale",,N01460024,S,B,
Spring 2021,BSC1011C,General Biology II,"Casamatta, Dale",,N01460102,S,C,
Spring 2021,BSC1011C,General Biology II,"Casamatta, Dale","Buehler, Kianna",N01460282,S,A,2
Spring 2021,BSC1011C,General Biology II,"Casamatta, Dale",,N01460356,S,C,
Spring 2021,BSC1011C,General Biology II,"Casamatta, Dale",,N01460395,S,C,
Spring 2021,BSC1011C,General Biology II,"Casamatta, Dale",,N01461487,S,A,
Spring 2021,BSC1011C,General Biology II,"Casamatta, Dale",,N01461553,S,A,
Spring 2021,BSC1011C,General Biology II,"Casamatta, Dale",,N01462075,S,C,
Spring 2021,BSC1011C,General Biology II,"Casamatta, Dale","Buehler, Kianna",N01463043,S,B,1
Spring 2021,BSC1011C,General Biology II,"Casamatta, Dale",,N01463376,S,C,
Spring 2021,BSC1011C,General Biology II,"Casamatta, Dale",,N01463419,S,A,
Spring 2021,BSC1011C,General Biology II,"Casamatta, Dale","Buehler, Kianna",N01464122,S,B,18
Spring 2021,BSC1011C,General Biology II,"Casamatta, Dale",,N01464582,U,C,
Spring 2021,BSC1011C,General Biology II,"Casamatta, Dale",,N01464586,S,B,
Spring 2021,BSC1011C,General Biology II,"Casamatta, Dale",,N01465107,S,B,
Spring 2021,BSC1011C,General Biology II,"Casamatta, Dale",,N01465163,S,B,
Spring 2021,BSC1011C,General Biology II,"Casamatta, Dale","Buehler, Kianna",N01465334,U,C,1
Spring 2021,BSC1011C,General Biology II,"Casamatta, Dale","Buehler, Kianna",N01465738,U,B,16
Spring 2021,BSC1011C,General Biology II,"Casamatta, Dale",,N01465940,S,B+,
Spring 2021,BSC1011C,General Biology II,"Casamatta, Dale","Buehler, Kianna",N01466278,S,F,1
Spring 2021,BSC1011C,General Biology II,"Casamatta, Dale","Buehler, Kianna",N01467211,S,B,1
Spring 2021,BSC1011C,General Biology II,"Casamatta, Dale",,N01468005,U,C,
Spring 2021,BSC1011C,General Biology II,"Casamatta, Dale",,N01468100,U,W,
Spring 2021,BSC1011C,General Biology II,"Casamatta, Dale",,N01468431,S,A,
Spring 2021,BSC1011C,General Biology II,"Casamatta, Dale",,N01468890,S,D,
Spring 2021,BSC1011C,General Biology II,"Casamatta, Dale",,N01469407,S,C,
Spring 2021,BSC1011C,General Biology II,"Casamatta, Dale",,N01469494,S,D,
Spring 2021,BSC1011C,General Biology II,"Casamatta, Dale",,N01469582,S,C,
Spring 2021,BSC1011C,General Biology II,"Casamatta, Dale",,N01469613,U,D,
Spring 2021,BSC1011C,General Biology II,"Casamatta, Dale","Buehler, Kianna",N01469897,U,C,1
Spring 2021,BSC1011C,General Biology II,"Casamatta, Dale","Buehler, Kianna",N01470147,U,C,1
Spring 2021,BSC1011C,General Biology II,"Casamatta, Dale",,N01470264,S,A,
Spring 2021,BSC1011C,General Biology II,"Casamatta, Dale","Buehler, Kianna",N01470499,S,B,2
Spring 2021,BSC1011C,General Biology II,"Casamatta, Dale","Buehler, Kianna",N01470527,S,C,2
Spring 2021,BSC1011C,General Biology II,"Casamatta, Dale",,N01470937,S,A,
Spring 2021,BSC1011C,General Biology II,"Casamatta, Dale","Buehler, Kianna",N01470999,S,A,23
Spring 2021,BSC1011C,General Biology II,"Casamatta, Dale",,N01471005,S,C,
Spring 2021,BSC1011C,General Biology II,"Casamatta, Dale","Buehler, Kianna",N01471551,U,B+,5
Spring 2021,BSC1011C,General Biology II,"Casamatta, Dale",,N01472452,U,C,
Spring 2021,BSC1011C,General Biology II,"Casamatta, Dale",,N01472618,S,A,
Spring 2021,BSC1011C,General Biology II,"Casamatta, Dale",,N01472619,U,B,
Spring 2021,BSC1011C,General Biology II,"Casamatta, Dale","Buehler, Kianna",N01473210,U,F,1
Spring 2021,BSC1011C,General Biology II,"Casamatta, Dale",,N01473291,S,B,
Spring 2021,BSC1011C,General Biology II,"Casamatta, Dale",,N01473298,S,C,
Spring 2021,BSC1011C,General Biology II,"Casamatta, Dale",,N01473341,S,A,
Spring 2021,BSC1011C,General Biology II,"Casamatta, Dale",,N01473352,S,D,
Spring 2021,BSC1011C,General Biology II,"Casamatta, Dale",,N01474214,U,C,
Spring 2021,BSC1011C,General Biology II,"Casamatta, Dale","Buehler, Kianna",N01474335,S,D,1
Spring 2021,BSC1011C,General Biology II,"Casamatta, Dale","Buehler, Kianna",N01474419,S,B,1
Spring 2021,BSC1011C,General Biology II,"Casamatta, Dale","Buehler, Kianna",N01474635,S,A,3
Spring 2021,BSC1011C,General Biology II,"Casamatta, Dale",,N01475235,U,D,
Spring 2021,BSC1011C,General Biology II,"Casamatta, Dale","Buehler, Kianna",N01475556,S,A,5
Spring 2021,BSC1011C,General Biology II,"Casamatta, Dale","Buehler, Kianna",N01475765,S,D,1
Spring 2021,BSC1011C,General Biology II,"Casamatta, Dale",,N01475791,S,D,
Spring 2021,BSC1011C,General Biology II,"Casamatta, Dale",,N01476106,S,D,
Spring 2021,BSC1011C,General Biology II,"Casamatta, Dale",,N01478060,S,B,
Spring 2021,BSC1011C,General Biology II,"Casamatta, Dale","Buehler, Kianna",N01481130,U,C,19
Spring 2021,BSC1011C,General Biology II,"Casamatta, Dale",,N01481594,S,B+,
Spring 2021,BSC1011C,General Biology II,"Casamatta, Dale","Buehler, Kianna",N01481803,U,B,1
Spring 2021,BSC1011C,General Biology II,"Casamatta, Dale","Buehler, Kianna",N01481918,S,A,4
Spring 2021,BSC1011C,General Biology II,"Casamatta, Dale",,N01482077,S,A,
Spring 2021,BSC2012C,General Biology III,"Gibson, Quincy",,N00623405,U,F,
Spring 2021,BSC2012C,General Biology III,"Gibson, Quincy",,N00817794,S,B,
Spring 2021,BSC2012C,General Biology III,"Gibson, Quincy",,N00915733,,B,
Spring 2021,BSC2012C,General Biology III,"Gibson, Quincy",,N00946727,S,B-,
Spring 2021,BSC2012C,General Biology III,"Gibson, Quincy",,N00967573,S,B,
Spring 2021,BSC2012C,General Biology III,"Gibson, Quincy",,N01029581,,C,
Spring 2021,BSC2012C,General Biology III,"Gibson, Quincy",,N01114214,U,W,
Spring 2021,BSC2012C,General Biology III,"Gibson, Quincy",,N01122510,U,C,
Spring 2021,BSC2012C,General Biology III,"Gibson, Quincy",,N01136121,S,W,
Spring 2021,BSC2012C,General Biology III,"Gibson, Quincy",,N01137170,U,F,
Spring 2021,BSC2012C,General Biology III,"Gibson, Quincy",,N01139269,U,C,
Spring 2021,BSC2012C,General Biology III,"Gibson, Quincy",,N01164598,S,B+,
Spring 2021,BSC2012C,General Biology III,"Gibson, Quincy",,N01303646,U,F,
Spring 2021,BSC2012C,General Biology III,"Gibson, Quincy",,N01307769,,A,
Spring 2021,BSC2012C,General Biology III,"Gibson, Quincy",,N01311537,S,B,
Spring 2021,BSC2012C,General Biology III,"Gibson, Quincy",,N01312325,U,C,
Spring 2021,BSC2012C,General Biology III,"Gibson, Quincy",,N01316206,,B,
Spring 2021,BSC2012C,General Biology III,"Gibson, Quincy",,N01358604,S,A,
Spring 2021,BSC2012C,General Biology III,"Gibson, Quincy",,N01361317,S,A-,
Spring 2021,BSC2012C,General Biology III,"Gibson, Quincy",,N01362176,S,C,
Spring 2021,BSC2012C,General Biology III,"Gibson, Quincy",,N01362309,S,B,
Spring 2021,BSC2012C,General Biology III,"Gibson, Quincy",,N01363042,S,B-,
Spring 2021,BSC2012C,General Biology III,"Gibson, Quincy",,N01363444,S,B+,
Spring 2021,BSC2012C,General Biology III,"Gibson, Quincy",,N01363690,S,B+,
Spring 2021,BSC2012C,General Biology III,"Gibson, Quincy",,N01368785,,B+,
Spring 2021,BSC2012C,General Biology III,"Gibson, Quincy",,N01372562,S,A-,
Spring 2021,BSC2012C,General Biology III,"Gibson, Quincy",,N01385491,,B+,
Spring 2021,BSC2012C,General Biology III,"Gibson, Quincy","Buehler, Kianna",N01389605,U,C,1
Spring 2021,BSC2012C,General Biology III,"Gibson, Quincy",,N01390382,S,A,
